id;nombre_cancion;popularity;artista;pais;genero;Rango_lustros
2279;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;GR;NULL;2015-2019
2280;Low Life (feat. The Weeknd);80;Future, The Weeknd;GR;NULL;2015-2019
2281;Pictures of You;0;Sonny Smith;GR;fip;2015-2019
2282;HIGHEST IN THE ROOM;80;Travis Scott;GR;MySpotigramBot;2015-2019
2283;Fuck it I love you / The greatest;0;Lana Del Rey;GR;NULL;2015-2019
2284;Swim;83;Chase Atlantic;GR;seen live;2015-2019
2285;Downtown;14;Anitta, J Balvin;GR;NULL;2015-2019
2286;Lost in the Fire (feat. The Weeknd);77;Gesaffelstein, The Weeknd;GR;NULL;2015-2019
2287;Matador (feat. Tommy);1;CAPO, Tommy;GR;NULL;2015-2019
2288;Tis Kardias Mou To Grammeno;48;Pantelis Pantelidis;GR;NULL;2015-2019
2289;Milion słów;1;Jula;GR;polish;2015-2019
2290;Den Eho Idea;46;Christos Mastoras;GR;NULL;2015-2019
2291;Дождь (feat. МакSим);1;Geegun, MAKSIM;GR;NULL;2015-2019
2292;Call Out My Name;80;The Weeknd;GR;rnb;2015-2019
2293;"Ee Khalbitha (From ""IDI"")";0;Rahul Raj, Suchith Sureshan;GR;NULL;2015-2019
2294;Louloudi Tou Dromou;45;Yorgos Rous;GR;NULL;2015-2019
2295;Stretch;0;Louise;GR;great quality stuff;2015-2019
2296;Άμα ρωτήσουν που χάθηκα;44;Βέβηλος, Anser;GR;NULL;2015-2019
2297;Die Heelal (feat. Early B);0;Janie Bay, Early B;GR;NULL;2015-2019
2298;Ric Flair Drip (with Metro Boomin);77;Offset, Metro Boomin;GR;NULL;2015-2019
2299;Sirenen;0;Tommy;GR;NULL;2015-2019
2300;All The Stars (with SZA);90;Kendrick Lamar, SZA;MT;NULL;2015-2019
2301;Дождь (feat. МакSим);1;Geegun, MAKSIM;MT;NULL;2015-2019
2302;The Night We Met;85;Lord Huron;MT;indie;2015-2019
2303;Enamorado;2;Alexander Stewart;MT;pop;2015-2019
2304;Something Just Like This;83;The Chainsmokers, Coldplay;MT;NULL;2015-2019
2305;Skrrt;7;K27, Einar;MT;NULL;2015-2019
2306;Always Remember Us This Way;79;Lady Gaga;MT;Love;2015-2019
2307;Слэмятся пацаны;2;Little Big, Ruki Vverh!;MT;NULL;2015-2019
2308;Starboy;84;The Weeknd, Daft Punk;MT;NULL;2015-2019
2309;Downtown;14;Anitta, J Balvin;MT;NULL;2015-2019
2310;Low Life (feat. The Weeknd);80;Future, The Weeknd;MT;NULL;2015-2019
2311;Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson);3;Jonny Greenwood, Thom Yorke, Philip Selway, Edward O’Brien, Colin Greenwood, VOCES8, Thomas Gould, Matthew Sharp, Eleanor Turner;MT;NULL;2015-2019
2312;Cruel Summer;84;Taylor Swift;MT;electropop;2015-2019
2313;Holding Back the Years (Live at Ziggo Dome, Amsterdam);2;Simply Red;MT;NULL;2015-2019
2314;HUMBLE.;84;Kendrick Lamar;MT;rap;2015-2019
2315;I'm Better (feat. Lamb);2;Missy Elliott, Lamb;MT;NULL;2015-2019
2316;Unforgettable;81;French Montana, Swae Lee;MT;NULL;2015-2019
2317;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;MT;NULL;2015-2019
2318;Perfect;83;Ed Sheeran;MT;Ballad;2015-2019
2319;For Your Babies (Live at Ziggo Dome, Amsterdam);1;Simply Red;MT;NULL;2015-2019
2320;Someone You Loved;81;Lewis Capaldi;MT;2010s;2015-2019
2321;So Beautiful (Live at Ziggo Dome, Amsterdam);1;Simply Red;MT;NULL;2015-2019
2322;See You Again (feat. Kali Uchis);86;Tyler, The Creator, Kali Uchis;MT;NULL;2015-2019
2323;Matador (feat. Tommy);1;CAPO, Tommy;MT;NULL;2015-2019
2324;Hymn for the Weekend;79;Coldplay;MT;pop;2015-2019
2325;Milion słów;1;Jula;MT;polish;2015-2019
2326;Shallow;79;Lady Gaga, Bradley Cooper;MT;NULL;2015-2019
2327;Your Mirror (Live at Ziggo Dome, Amsterdam);1;Simply Red;MT;NULL;2015-2019
2328;lovely (with Khalid);83;Billie Eilish, Khalid;MT;NULL;2015-2019
2329;Someday in My Life (Live at Ziggo Dome, Amsterdam);0;Simply Red;MT;NULL;2015-2019
2330;Solo;78;Future;MT;MySpotigramBot;2015-2019
2331;"Ee Khalbitha (From ""IDI"")";0;Rahul Raj, Suchith Sureshan;MT;NULL;2015-2019
2332;Love On The Brain;81;Rihanna;MT;soul;2015-2019
2333;Wenn jetzt Sommer wär (feat. Chapeau Claque);0;Pretty Pink, Chapeau Claque;MT;NULL;2015-2019
2334;HIGHEST IN THE ROOM;80;Travis Scott;MT;MySpotigramBot;2015-2019
2335;Stretch;0;Louise;MT;great quality stuff;2015-2019
2336;Dusk Till Dawn (feat. Sia) - Radio Edit;78;ZAYN, Sia;MT;NULL;2015-2019
2337;A New Flame (Live at Ziggo Dome, Amsterdam);0;Simply Red;MT;NULL;2015-2019
2338;Circles;80;Post Malone;MT;pop;2015-2019
2339;Die Heelal (feat. Early B);0;Janie Bay, Early B;MT;NULL;2015-2019
2340;Closer;82;The Chainsmokers, Halsey;MT;NULL;2015-2019
2341;Sirenen;0;Tommy;MT;NULL;2015-2019
2342;Shape of You;83;Ed Sheeran;MT;pop;2015-2019
2343;言葉のいらない約束;0;sana;MT;J-rock;2015-2019
2344;Without You (feat. Sandro Cavazza);77;Avicii, Sandro Cavazza;MT;NULL;2015-2019
2345;Do It Like You Mean It (feat. Yoel 905);0;Frans, Yoel905;MT;NULL;2015-2019
2346;Are You With Me;75;Lost Frequencies;MT;deep house;2015-2019
2347;Pakete;0;Tommy;MT;NULL;2015-2019
2348;Before You Go;78;Lewis Capaldi;MT;alternative;2015-2019
2349;Stronger Together;0;Paul van Dyk, Pierre Pienaar;MT;NULL;2015-2019
2350;All The Stars (with SZA);90;Kendrick Lamar, SZA;CY;NULL;2015-2019
2351;Слэмятся пацаны;2;Little Big, Ruki Vverh!;CY;NULL;2015-2019
2352;Tipota Ston Kosmo;51;LEX;CY;NULL;2015-2019
2353;Enamorado;2;Alexander Stewart;CY;pop;2015-2019
2354;The Night We Met;85;Lord Huron;CY;indie;2015-2019
2355;Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson);3;Jonny Greenwood, Thom Yorke, Philip Selway, Edward O’Brien, Colin Greenwood, VOCES8, Thomas Gould, Matthew Sharp, Eleanor Turner;CY;NULL;2015-2019
2356;To Kyma;49;Melisses;CY;NULL;2015-2019
2357;REASON;0;SYU(from GALNERYUS);CY;NULL;2015-2019
2358;Sandra;52;TOQUEL;CY;NULL;2015-2019
2359;So Beautiful (Live at Ziggo Dome, Amsterdam);1;Simply Red;CY;NULL;2015-2019
2360;HUMBLE.;84;Kendrick Lamar;CY;rap;2015-2019
2361;SLOW DANCING IN THE DARK;0;Joji;CY;alternative rnb;2015-2019
2362;Starboy;84;The Weeknd, Daft Punk;CY;NULL;2015-2019
2363;Умамы;0;Potap & Nastya;CY;NULL;2015-2019
2364;Swim;83;Chase Atlantic;CY;seen live;2015-2019
2365;Downtown;14;Anitta, J Balvin;CY;NULL;2015-2019
2366;Low Life (feat. The Weeknd);80;Future, The Weeknd;CY;NULL;2015-2019
2367;Skrrt;7;K27, Einar;CY;NULL;2015-2019
2368;777;52;TOQUEL;CY;NULL;2015-2019
2369;Holding Back the Years (Live at Ziggo Dome, Amsterdam);2;Simply Red;CY;NULL;2015-2019
2370;Ores Mikres;48;Giorgos Mazonakis;CY;NULL;2015-2019
2371;I'm Better (feat. Lamb);2;Missy Elliott, Lamb;CY;NULL;2015-2019
2372;HIGHEST IN THE ROOM;80;Travis Scott;CY;MySpotigramBot;2015-2019
2373;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;CY;NULL;2015-2019
2374;Anagki Na Se Do;46;Bloody Hawk;CY;hip hop;2015-2019
2375;For Your Babies (Live at Ziggo Dome, Amsterdam);1;Simply Red;CY;NULL;2015-2019
2376;Tis Kardias Mou To Grammeno;48;Pantelis Pantelidis;CY;NULL;2015-2019
2377;Matador (feat. Tommy);1;CAPO, Tommy;CY;NULL;2015-2019
2378;Unforgettable;81;French Montana, Swae Lee;CY;NULL;2015-2019
2379;Milion słów;1;Jula;CY;polish;2015-2019
2380;See You Again (feat. Kali Uchis);86;Tyler, The Creator, Kali Uchis;CY;NULL;2015-2019
2381;Your Mirror (Live at Ziggo Dome, Amsterdam);1;Simply Red;CY;NULL;2015-2019
2382;lovely (with Khalid);83;Billie Eilish, Khalid;CY;NULL;2015-2019
2383;Дождь (feat. МакSим);1;Geegun, MAKSIM;CY;NULL;2015-2019
2384;ocean eyes;79;Billie Eilish;CY;indie;2015-2019
2385;Someday in My Life (Live at Ziggo Dome, Amsterdam);0;Simply Red;CY;NULL;2015-2019
2386;Call Out My Name;80;The Weeknd;CY;rnb;2015-2019
2387;"Ee Khalbitha (From ""IDI"")";0;Rahul Raj, Suchith Sureshan;CY;NULL;2015-2019
2388;goosebumps;81;Travis Scott;CY;MySpotigramBot;2015-2019
2389;Wenn jetzt Sommer wär (feat. Chapeau Claque);0;Pretty Pink, Chapeau Claque;CY;NULL;2015-2019
2390;Something Just Like This;83;The Chainsmokers, Coldplay;CY;NULL;2015-2019
2391;Stretch;0;Louise;CY;great quality stuff;2015-2019
2392;Love On The Brain;81;Rihanna;CY;soul;2015-2019
2393;A New Flame (Live at Ziggo Dome, Amsterdam);0;Simply Red;CY;NULL;2015-2019
2394;Softcore;81;The Neighbourhood;CY;alternative;2015-2019
2395;Die Heelal (feat. Early B);0;Janie Bay, Early B;CY;NULL;2015-2019
2396;GANGSTA;48;SNIK, A!MS;CY;NULL;2015-2019
2397;Sirenen;0;Tommy;CY;NULL;2015-2019
2398;Lost in the Fire (feat. The Weeknd);77;Gesaffelstein, The Weeknd;CY;NULL;2015-2019
2399;言葉のいらない約束;0;sana;CY;J-rock;2015-2019
2400;Mi Refe;84;Beéle, Ovy On The Drums;ES;NULL;2020-2024
2401;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;ES;NULL;2020-2024
2402;GRAN VÍA;74;Quevedo, Aitana;ES;NULL;2020-2024
2403;Hurt;12;OneRepublic;ES;NULL;2020-2024
2404;capaz (merengueton);80;Alleh, Yorghaki;ES;NULL;2020-2024
2405;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;ES;NULL;2020-2024
2406;capaz (merengueton);81;Alleh, Yorghaki;ES;NULL;2020-2024
2407;Cono Hielo;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;ES;NULL;2020-2024
2408;Si Antes Te Hubiera Conocido;87;KAROL G;ES;latin;2020-2024
2409;J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda;3;Johann Sebastian Bach, Carolin Widmann;ES;NULL;2020-2024
2410;el ingeniero;77;Alleh, Yorghaki;ES;NULL;2020-2024
2411;DUMBAI;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;ES;NULL;2020-2024
2412;Yo sé;76;Yan Block, TORRRES;ES;NULL;2020-2024
2413;Circles;7;SAINt JHN;ES;NULL;2020-2024
2414;Qué Pasaría...;86;Rauw Alejandro, Bad Bunny;ES;NULL;2020-2024
2415;Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile);3;Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra;ES;NULL;2020-2024
2416;una noche;75;Alleh, Yorghaki;ES;NULL;2020-2024
2417;Family Feud - Live at The Ford;2;FINNEAS;ES;NULL;2020-2024
2418;Imagínate;83;Danny Ocean, Kapo;ES;NULL;2020-2024
2419;Ciao;0;Rouss, Walls;ES;NULL;2020-2024
2420;Se Pone Las Nike;70;Cano;ES;NULL;2020-2024
2421;TV - Live From Singapore’s Cloud Forest;3;Billie Eilish;ES;NULL;2020-2024
2422;IA;74;Clarent, Mora;ES;NULL;2020-2024
2423;BABY GANGSTA;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;ES;NULL;2020-2024
2424;Q U E V A S H A C E R H O Y ?;81;Omar Courtz, De La Rose;ES;NULL;2020-2024
2425;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;ES;NULL;2020-2024
2426;DEGENERE 👑 (feat. benny blanco);80;Myke Towers, benny blanco;ES;NULL;2020-2024
2427;Adiquerala - Bulería;0;Kiki Morente, Carlos De La Jacoba;ES;NULL;2020-2024
2428;Te Regalo;74;Rels B, J Abecia;ES;NULL;2020-2024
2429;Passenger Princess;6;Aminé, Smino;ES;NULL;2020-2024
2430;SE FUE;70;Moncho Chavea, Morad;ES;NULL;2020-2024
2431;MR. MOONDIAL;70;Quevedo, Pitbull;ES;NULL;2020-2024
2432;Aimer à moitié;2;Calema;ES;NULL;2020-2024
2433;STAR;68;JC Reyes;ES;NULL;2020-2024
2434;Rodeo (Remix);9;Lah Pat, Flo Milli;ES;NULL;2020-2024
2435;Die With A Smile;96;Lady Gaga, Bruno Mars;ES;NULL;2020-2024
2436;La Carta Que Nunca Te Escribí - Remix;0;Lu Decker, Dudi;ES;NULL;2020-2024
2437;Luck Ra: Bzrp Music Sessions, Vol. 61;76;Bizarrap, Luck Ra;ES;NULL;2020-2024
2438;Pasatiempo;4;La China, ECKO;ES;NULL;2020-2024
2439;Duro De Verdad pt.2;68;Los Sufridos, Bad Gyal;ES;NULL;2020-2024
2440;Tuck Your Chain;0;Money Man, Danny Towers;ES;NULL;2020-2024
2441;Luna llena;68;Beny Jr;ES;NULL;2020-2024
2442;Tussi Code Mari;5;Marcianeke, Crismj;ES;NULL;2020-2024
2443;LUNA;84;Feid, ATL Jacob;ES;NULL;2020-2024
2444;Party Jumpin’;2;Jamie Brown, Marshmello;ES;NULL;2020-2024
2445;Hm Hm Hm - Remix;68;Rvfv, Youka, Wesh Music;ES;NULL;2020-2024
2446;TRES - Cortometraje;1;Bratty;ES;NULL;2020-2024
2447;Ohnana;77;Kapo;ES;summer;2020-2024
2448;Don't Play by the Rules;3;D.T.E, PREZIOSO;ES;NULL;2020-2024
2449;NANANI NANANA;74;Gazo;FR;NULL;2020-2024
2450;Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles;3;Billie Eilish;FR;NULL;2020-2024
2451;CIEL;72;GIMS;FR;NULL;2020-2024
2452;TV - Live From Singapore’s Cloud Forest;3;Billie Eilish;FR;NULL;2020-2024
2453;Die With A Smile;96;Lady Gaga, Bruno Mars;FR;NULL;2020-2024
2454;J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda;3;Johann Sebastian Bach, Carolin Widmann;FR;NULL;2020-2024
2455;4 Kampé;73;Joé Dwèt Filé;FR;NULL;2020-2024
2456;Silverlines Orchestral Version;0;Damiano David;FR;NULL;2020-2024
2457;CARTIER SANTOS;71;SDM;FR;NULL;2020-2024
2458;Love Of Mine;0;Imagine Dragons;FR;NULL;2020-2024
2459;CIEL;71;GIMS;FR;NULL;2020-2024
2460;Don't Play by the Rules;3;D.T.E, PREZIOSO;FR;NULL;2020-2024
2461;Minimum ça;71;Dr. Yaro;FR;NULL;2020-2024
2462;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;FR;NULL;2020-2024
2463;APT.;91;ROSÉ, Bruno Mars;FR;NULL;2020-2024
2464;Rid Of Me - Live;3;Still Woozy;FR;NULL;2020-2024
2465;POUR ELLE;70;SDM;FR;NULL;2020-2024
2466;Babylon - Live;4;Tamino;FR;NULL;2020-2024
2467;BIRDS OF A FEATHER;93;Billie Eilish;FR;alt-pop;2020-2024
2468;Family Feud - Live at The Ford;2;FINNEAS;FR;NULL;2020-2024
2469;Ça parle mal;70;Bouss;FR;NULL;2020-2024
2470;Full Round Table;0;CQ Wrestling;FR;NULL;2020-2024
2471;Mauvais Garçon;69;Helena;FR;pop;2020-2024
2472;ขอบคุณที่เลิกกัน;0;KLEAR, Tilly Birds;FR;NULL;2020-2024
2473;SOIS PAS TIMIDE;71;GIMS;FR;NULL;2020-2024
2474;City;0;Tommy Saint;FR;NULL;2020-2024
2475;Si Antes Te Hubiera Conocido;87;KAROL G;FR;latin;2020-2024
2476;หากันจนเจอ (ซนซน 40 ปี GMM GRAMMY);0;พลพล, Punch;FR;NULL;2020-2024
2477;DIANA;70;GIMS;FR;NULL;2020-2024
2478;อย่างที่ฉันนั้นเป็นของเธอ (I'm Yours);0;Sonya Saranphat, Lookmhee Punyapat;FR;NULL;2020-2024
2479;Born With a Broken Heart;77;Damiano David;FR;alternative pop;2020-2024
2480;เพิ่งรู้(Never Knew);0;Earth Pirapat, Mix Sahaphap;FR;NULL;2020-2024
2481;SPIDER;71;GIMS, DYSTINCT;FR;NULL;2020-2024
2482;ไม่ต้องการ Your Love (feat. DABOYWAY);0;MATCHA, DABOYWAY;FR;NULL;2020-2024
2483;Messy;86;Lola Young;FR;indie rock;2020-2024
2484;2001 // Life Is Yours - The Colour Wheel Session , London 2022;0;Foals;FR;NULL;2020-2024
2485;Ma Meilleure Ennemie (from the series Arcane League of Legends);79;Stromae, Pomme, Arcane;FR;NULL;2020-2024
2486;ลบยัง (Re-Move On);0;GEMINI, FOURTH;FR;NULL;2020-2024
2487;SOIS PAS TIMIDE;69;GIMS;FR;NULL;2020-2024
2488;Party Jumpin’;2;Jamie Brown, Marshmello;FR;NULL;2020-2024
2489;Collabo;67;Ninho, Niska;FR;NULL;2020-2024
2490;Lindo Momento;21;Julliany Souza;FR;NULL;2020-2024
2491;CARRÉ OK;69;Soolking, GIMS;FR;NULL;2020-2024
2492;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;FR;NULL;2020-2024
2493;That’s So True;91;Gracie Abrams;FR;love at first listen;2020-2024
2494;Hurt;12;OneRepublic;FR;NULL;2020-2024
2495;Alpha;67;Damso, Kalash;FR;NULL;2020-2024
2496;Seu Astral / Mistérios;11;Fiorella;FR;NULL;2020-2024
2497;Forever Young;77;David Guetta, Alphaville, Ava Max;FR;NULL;2020-2024
2498;Rodeo (Remix);9;Lah Pat, Flo Milli;FR;NULL;2020-2024
2499;Die With A Smile;96;Lady Gaga, Bruno Mars;MC;NULL;2020-2024
2500;Oublier;1;Rsko;MC;NULL;2020-2024
2501;BIRDS OF A FEATHER;93;Billie Eilish;MC;alt-pop;2020-2024
2502;Little Window - Live Studio Session;3;FINNEAS;MC;NULL;2020-2024
2503;Not Like Us;92;Kendrick Lamar;MC;MySpotigramBot;2020-2024
2504;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;MC;NULL;2020-2024
2505;That’s So True;91;Gracie Abrams;MC;love at first listen;2020-2024
2506;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;MC;NULL;2020-2024
2507;Clean Baby Sleep White Noise (Loopable);91;Dream Supplier, Baby Sleeps, Background White Noise;MC;NULL;2020-2024
2508;Hurt;12;OneRepublic;MC;NULL;2020-2024
2509;APT.;91;ROSÉ, Bruno Mars;MC;NULL;2020-2024
2510;Passenger Princess;6;Aminé, Smino;MC;NULL;2020-2024
2511;tv off (feat. lefty gunplay);90;Kendrick Lamar, Lefty Gunplay;MC;NULL;2020-2024
2512;Dead Flowers;0;Boldy James;MC;NULL;2020-2024
2513;WILDFLOWER;90;Billie Eilish;MC;edu e marco;2020-2024
2514;I Ain't Sayin' - Performance;2;Jordan Davis;MC;NULL;2020-2024
2515;Sailor Song;89;Gigi Perez;MC;indie folk;2020-2024
2516;Family Feud - Live at The Ford;2;FINNEAS;MC;NULL;2020-2024
2517;Good Luck, Babe!;89;Chappell Roan;MC;synthpop;2020-2024
2518;What A Woman Can Do - Acoustic;0;Maddie & Tae;MC;NULL;2020-2024
2519;luther (with sza);89;Kendrick Lamar, SZA;MC;NULL;2020-2024
2520;Lindo Momento;21;Julliany Souza;MC;NULL;2020-2024
2521;luther (with sza);88;Kendrick Lamar, SZA;MC;NULL;2020-2024
2522;Seu Astral / Mistérios;11;Fiorella;MC;NULL;2020-2024
2523;DENIAL IS A RIVER;88;Doechii;MC;Hip-Hop;2020-2024
2524;Rodeo (Remix);9;Lah Pat, Flo Milli;MC;NULL;2020-2024
2525;Si Antes Te Hubiera Conocido;87;KAROL G;MC;latin;2020-2024
2526;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;MC;NULL;2020-2024
2527;APT.;87;ROSÉ, Bruno Mars;MC;NULL;2020-2024
2528;Circles;7;SAINt JHN;MC;NULL;2020-2024
2529;squabble up;87;Kendrick Lamar;MC;hyphy;2020-2024
2530;4:30;7;Haze, Mucco;MC;NULL;2020-2024
2531;Timeless (feat. Playboi Carti);87;The Weeknd, Playboi Carti;MC;NULL;2020-2024
2532;Selfmade Babylon;6;Bausa, Bozza;MC;NULL;2020-2024
2533;One Of The Girls (with JENNIE, Lily Rose Depp);87;The Weeknd, JENNIE, Lily-Rose Depp;MC;NULL;2020-2024
2534;Standard;6;Einar, A36;MC;NULL;2020-2024
2535;Like Him (feat. Lola Young);86;Tyler, The Creator, Lola Young;MC;NULL;2020-2024
2536;Tussi Code Mari;5;Marcianeke, Crismj;MC;NULL;2020-2024
2537;Messy;86;Lola Young;MC;indie rock;2020-2024
2538;Pasatiempo;4;La China, ECKO;MC;NULL;2020-2024
2539;blue;86;yung kai;MC;indie;2020-2024
2540;Das riecht gut / Ça Sent Bon;4;Team Karacho, Roger Rekless;MC;NULL;2020-2024
2541;Qué Pasaría...;86;Rauw Alejandro, Bad Bunny;MC;NULL;2020-2024
2542;Dużo Ciebie Mi;4;Lemon;MC;polish;2020-2024
2543;Taste;86;Sabrina Carpenter;MC;pop;2020-2024
2544;Babylon - Live;4;Tamino;MC;NULL;2020-2024
2545;Loco;86;Neton Vega;MC;NULL;2020-2024
2546;Fam*ly (feat. Tiji Jojo, DADA & LEX);3;BAD HOP, Tiji Jojo, Dada, LEX;MC;NULL;2020-2024
2547;Who;86;Jimin;MC;homosexual;2020-2024
2548;Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles;3;Billie Eilish;MC;NULL;2020-2024
2549;Scarabocchi;72;Olly, Juli;IT;NULL;2020-2024
2550;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;IT;NULL;2020-2024
2551;BUIO DAVANTI;70;Lazza;IT;MySpotigramBot;2020-2024
2552;Hurt;12;OneRepublic;IT;NULL;2020-2024
2553;VERTEBRE;69;SETTEMBRE;IT;Italy;2020-2024
2554;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;IT;NULL;2020-2024
2555;Quei ricordi là;69;Olly, Juli;IT;NULL;2020-2024
2556;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;IT;NULL;2020-2024
2557;GLI SBANDATI HANNO PERSO;69;Marracash;IT;MySpotigramBot;2020-2024
2558;Ferrari (feat. Luciano);0;Capo Plaza, Luciano;IT;NULL;2020-2024
2559;Amore Disperato;69;Achille Lauro;IT;NULL;2020-2024
2560;Circles;7;SAINt JHN;IT;NULL;2020-2024
2561;LEI;68;Marracash;IT;MySpotigramBot;2020-2024
2562;Rodeo (Remix);9;Lah Pat, Flo Milli;IT;NULL;2020-2024
2563;BAMBOLA (feat. Niky Savage);68;Artie 5ive, Niky Savage;IT;NULL;2020-2024
2564;Passenger Princess;6;Aminé, Smino;IT;NULL;2020-2024
2565;Devastante;68;Olly, Juli;IT;NULL;2020-2024
2566;Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile);3;Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra;IT;NULL;2020-2024
2567;Tu Me Quieres - Prod. by Higashi x Roberto Ferrante;68;Baby Gang, Omega, Higashi, Roberto Ferrante;IT;NULL;2020-2024
2568;Still countin / Poppin;0;Yeat;IT;NULL;2020-2024
2569;Per due come noi;67;Olly, Angelina Mango, Juli;IT;NULL;2020-2024
2570;Don't Play by the Rules;3;D.T.E, PREZIOSO;IT;NULL;2020-2024
2571;Die With A Smile;96;Lady Gaga, Bruno Mars;IT;NULL;2020-2024
2572;Un'estate normale;0;Nek;IT;NULL;2020-2024
2573;Si Antes Te Hubiera Conocido;87;KAROL G;IT;latin;2020-2024
2574;EA2 (The Beginning of the Era);1;Lil Uzi Vert;IT;NULL;2020-2024
2575;That’s So True;91;Gracie Abrams;IT;love at first listen;2020-2024
2576;J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda;3;Johann Sebastian Bach, Carolin Widmann;IT;NULL;2020-2024
2577;Born With a Broken Heart;77;Damiano David;IT;alternative pop;2020-2024
2578;Family Feud - Live at The Ford;2;FINNEAS;IT;NULL;2020-2024
2579;APT.;91;ROSÉ, Bruno Mars;IT;NULL;2020-2024
2580;Ghosts / Slowing Down;0;Scarlet House;IT;NULL;2020-2024
2581;Not Like Us;92;Kendrick Lamar;IT;MySpotigramBot;2020-2024
2582;XI COMANDAMENTO - VASCO LIVE XXII;0;Vasco Rossi;IT;NULL;2020-2024
2583;BIRDS OF A FEATHER;93;Billie Eilish;IT;alt-pop;2020-2024
2584;Rid Of Me - Live;3;Still Woozy;IT;NULL;2020-2024
2585;Sailor Song;89;Gigi Perez;IT;indie folk;2020-2024
2586;Mentalità di mare;0;Ivan;IT;NULL;2020-2024
2587;Gata Only;82;FloyyMenor, Cris Mj;IT;NULL;2020-2024
2588;Il cielo di Roma - Live Session;0;Orang3;IT;NULL;2020-2024
2589;tv off (feat. lefty gunplay);90;Kendrick Lamar, Lefty Gunplay;IT;NULL;2020-2024
2590;Ana Wingii;0;Wingii;IT;NULL;2020-2024
2591;Messy;86;Lola Young;IT;indie rock;2020-2024
2592;Glass: Philip Glass: Les enfants terribles: The Somnambulist - Part 2;0;Philip Glass, Katia & Marielle Labèque;IT;NULL;2020-2024
2593;Good Luck, Babe!;89;Chappell Roan;IT;synthpop;2020-2024
2594;Babylon - Live;4;Tamino;IT;NULL;2020-2024
2595;Move;80;Adam Port, Stryv, Keinemusik, Orso, Malachiii;IT;NULL;2020-2024
2596;Tuck Your Chain;0;Money Man, Danny Towers;IT;NULL;2020-2024
2597;Q U E V A S H A C E R H O Y ?;81;Omar Courtz, De La Rose;IT;NULL;2020-2024
2598;Dead Flowers;0;Boldy James;IT;NULL;2020-2024
2599;Die With A Smile;96;Lady Gaga, Bruno Mars;SI;NULL;2020-2024
2600;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;SI;NULL;2020-2024
2601;BASS;60;Jala Brat, Buba Corelli;SI;NULL;2020-2024
2602;Hurt;12;OneRepublic;SI;NULL;2020-2024
2603;BLAKA BLAKA;60;Jala Brat, Buba Corelli, Elena;SI;NULL;2020-2024
2604;Babylon - Live;4;Tamino;SI;NULL;2020-2024
2605;"Anđeo - From ""Sram""";57;Miach, Hiljson Mandela;SI;NULL;2020-2024
2606;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;SI;NULL;2020-2024
2607;That’s So True;91;Gracie Abrams;SI;love at first listen;2020-2024
2608;Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile);3;Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra;SI;NULL;2020-2024
2609;BIRDS OF A FEATHER;93;Billie Eilish;SI;alt-pop;2020-2024
2610;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;SI;NULL;2020-2024
2611;Voice;57;Nucci;SI;NULL;2020-2024
2612;Don't Play by the Rules;3;D.T.E, PREZIOSO;SI;NULL;2020-2024
